x,z,height
2.6,-1.0,0
2.6,-0.8,0
2.6,-0.6,0
2.6,-0.4,0
2.6,-0.2,0.00111377514784
2.6,0.0,0.0011592291739
2.6,0.2,0.00111377514784
2.6,0.4,0
2.6,0.6,0
2.6,0.8,0
2.6,1.0,0
2.6,1.2,0
2.6,1.4,0
2.6,1.6,0
2.6,1.8,0
2.6,2.0,0
2.6,2.2,0
2.6,2.4,0
2.6,2.6,0
2.6,2.8,0
2.8,-3,0
2.8,-2.8,0
2.8,-2.6,0
2.8,-2.4,0
2.8,-2.2,0
2.8,-2.0,0
2.8,-1.8,0
2.8,-1.6,0
2.8,-1.4,0
2.8,-1.2,0
2.8,-1.0,0
2.8,-0.8,0
2.8,-0.6,0
2.8,-0.4,0
2.8,-0.2,0
2.8,0.0,0
2.8,0.2,0
2.8,0.4,0
2.8,0.6,0
2.8,0.8,0
2.8,1.0,0
2.8,1.2,0
2.8,1.4,0
2.8,1.6,0
2.8,1.8,0
2.8,2.0,0
2.8,2.2,0
2.8,2.4,0
2.8,2.6,0
2.8,2.8,0
